id,Sexe,Nom,Prenom,Etiquette,Elu1988,Elu1993,Elu1997,Elu2002,Elu2007,Elu2012,Elu2017,Nombre_presentation_1988,Nombre_presentation_1993,Nombre_presentation_1997,Nombre_presentation_2002,Nombre_presentation_2007,Nombre_presentation_2012,Nombre_presentation_2017,Nombre_Elu_1988,Nombre_Elu_1993,Nombre_Elu_1997,Nombre_Elu_2002,Nombre_Elu_2007,Nombre_Elu_2012,Nombre_Elu_2017,1988,1988_RES,1993,1993_RES,1997,1997_RES,2002,2002_RES,2007,2007_RES,2012,2012_RES,2017,2017_RES,Phrase_pres_cand,Phrase_pres_parti,Age,Site_perso,Twitter,Facebook,Img_cand,PodCast
228,M,CHENEAU,PHILIPPE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C10_44,1.66,,,,,,,,,,,,
229,M,CHENU,CHRISTIAN,ANJOU ECOLOGIE AUTOGESTION,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C7_49,4.25,,,,,,,,,,,,,,,,,,,,
230,M,CHERET,DANIEL,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C7_49,23.5,,,,,,,,,,,,,,,,
231,F,CHERET,DANIELLE,PARTI HUMANISTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_85,0.01,,,,,,,,,,,,
232,F,CHERUY,MARIE ANTOINETTE,FRONT NATIONAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_44,5.99,,,,,,,,,,,,,,,,,,,,
233,M,CHEVALIER,BRUNO,MOUVEMENT REPUBLICAIN ET CITOYEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C6_44,1.85,,,,,,,,,,
234,M,CHEVALLIER,JEAN JACQUES,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_44,9.75,,,,,,,,,,,,,,,,
235,M,CHEVALLIER,JEAN CLAUDE,GAUCHE UNIE ANTILIBERALE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C4_85,1.31,,,,,,,,,,,,
236,M,CHEVROLLIER,GUILLAUME,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,C2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,C2_53,20.34,,,,,,,,,,
237,F,CHIGNAC,GENEVIEVE,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,C6_44,26.41,C6_44,26.63,,,,,,,,,,,,,,
238,F,CHIKH,NADIA,LE TREFLE - LES NOUVEAUX ECOLOGISTES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_72,1.05,,,,,,,,,,,,
239,F,CHIRAT,CATHERINE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C2_44,0,,,,,,,,,,,,
240,F,CHIRON,PASCALE,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,C2_44,5.11,C2_44,7.61,C2_44,,"Pascale Chiron, née en 1974, architecte urbaniste, elle est aussi adjointe à la mairie de Nantes et vice-présidente de Nantes Métropole. Elle se présente en tant que candidate de Europe Ecologie Les Verts aux législatives sur la 2ème circonscription de Loire-Atlantique.",Europe Ecologie Les Verts est un parti politique écologiste qui succède au parti Les Verts en 2010.,,http://eelv44.fr/,https://twitter.com/PascaleChiron,https://www.facebook.com/pascale.chiron.1,,
241,F,CHITELMAN,ALINE,"ENSEMBLE, ECOLOGISTES ET SOLIDAIRES",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,C4_44,2.39,,,C4_44,3.03,,,,,,,,,,,,,,,,
242,F,CHOQUET,CATHERINE,LES VERTS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C2_44,3.59,C3_44,5.16,,,,,,,,,,,,
243,M,CHOTARD,YVON,GAUCHE INDEPENDANTE,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,C2_44,2.91,C2_44,2.01,,,C2_44,3.33,,,,,,,,,,
244,M,CHOUANE,LOUIS,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C1_49,1.69,,,,,,,,,,,,
245,F,CHRETIEN,MARYSE,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C2_49,1.27,,,,,,,,,,,,,,
246,M,CHUINE,JEAN PIERRE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_72,0.68,,,,,,,,,,,,
247,M,CHUPIN,JEAN CLAUDE,PARTI SOCIALISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C1_49,37.55,,,,,,,,,,,,,,,,,,,,
248,M,CLAVEAU,JEAN,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C6_49,1.01,,,,,,,,,,,,,,
249,M,CLAVIER,DENIS,"ENSEMBLE, ECOLOGISTES ET SOLIDAIRES",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C10_44,6.12,,,,,,,,,,,,,,,,
250,F,CLERGEAU,MARIE-FRANCOISE,PARTI SOCIALISTE,0,0,C2,C2,C2,C2,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,,,,,,,C2_44,36.3,C2_44,36.09,C2_44,44.33,,,,,,,,,,
251,M,COHERGNE,GERARD,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_85,2.64,,,,,,,,,,,,,,,,,,
252,M,COIFFARD,XAVIER,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,C5_49,18.86,C5_49,15.79,C5_49,5.16,,,,,,,,,,
253,M,COINTRE,JEAN FRANCOIS,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_72,6.53,,,,,,,,,,,,,,,,,,
254,M,COIRIER,JEAN,LES VERTS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C5_85,17.52,C5_85,5.81,,,,,,,,,,,,
255,M,COMBE,MARTIN,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C1_72,9.09,C1_72,4.28,,,,,,,,,,,,,,,,,,
256,F,COMBES,AMBRE,NOUVEAU PARTI ANTICAPITALISTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_72,0.52,,,,,,,,,,
257,M,COMPAIN,CHRISTIAN,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C5_44,0.33,,,,,,,,,,,,,,
258,M,COMTE,PHILIPPE,DIVERS DROITE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C3_85,2.07,,,,,,,,,,
259,F,COPPEY,MAHEL,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C9_44,3.4,,,,,,,,,,
260,M,CORAUD,ALAN,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,C10_44,3.52,,,,,,,C10_44,3.18,,,,,,,,,,
261,M,CORAUD,YANNING,UNION DEMOCRATIQUE BRETONNE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C8_44,1.14,,,,,,,,,,,,,,,,
262,M,CORBIERRE,JEAN YVES,PARTI RADICAL DE GAUCHE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C1_44,1.21,,,,,,,,,,,,
263,F,CORDEAU,ISABELLE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C1_53,0.84,,,,,,,,,,,,
264,F,CORLAY,ISABELLE,PARTI RADICAL DE GAUCHE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C6_49,18.64,,,,,,,,,,,,,,
265,F,CORMERAIS-DUPRE,PATRICIA,LES VERTS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C9_44,3.79,C9_44,2.77,,,,,,,,,,,,
266,F,CORMIER,SANDRA,NOUVEAU PARTI ANTICAPITALISTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C2_44,0.55,,,,,,,,,,
267,M,CORTES,YVES,DEBOUT LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,C3_53,10.47,,,C1_53,8.39,,,,,,,,,,
268,M,COSSE,JEAN FRANCOIS,DIVERS DROITE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C9_44,2.26,,,,,,,,,,,,
269,M,COSTE,XAVIER,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_44,6.05,,,,,,,,,,,,,,
270,F,COUILLIN,GABRIELLE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_72,3.6,,,,,,,,,,,,
271,M,COURBOT,BERNARD,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C7_44,0.7,,,,,,,,,,,,,,
272,F,COURTIN,MARIE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C7_49,9.66,,,,,,,,,,
273,M,COUTANT,DIDIER,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_44,1.2,,,,,,,,,,,,,,
274,M,COUTOLLEAU,EMILE,PARTI SOCIALISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C5_49,32.08,,,,,,,,,,,,,,,,,,,,
275,F,COYAC,GISELE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C10_44,2.13,,,,,,,,,,,,,,
276,M,CREMOIS,ALAIN,ANJOU ECOLOGIE AUTOGESTION,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_49,3.23,,,,,,,,,,,,,,,,,,,,
277,M,CRENEGUY,PHILIPPE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C7_44,1.36,,,,,,,,,,,,,,
278,M,CREPALDI,FREDERIC,INITIATIVE REPUBLICAINE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_72,0.33,,,,,,,,,,,,,,
279,M,CROZE DE,HUGUES,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C2_53,0.59,,,,,,,,,,,,,,
280,M,CUSSAC,JEAN CLAUDE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C8_44,0.38,,,,,,,,,,,,
281,M,D'AUDIFFRET,OLIVIER,DIVERS DROITE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_85,3.48,,,,,,,,,,,,
282,F,D'HERBAIS,MARIE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C2_72,13.22,,,,,,,,,,
283,M,DA SILVA,PATRICK,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_44,2.99,,,,,,,,,,,,,,,,
284,F,DABIN,M.JEANNE,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C10_44,2.48,,,,,,,,,,,,,,
285,M,DABOUIS,LOUIS FREDERIC,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,0.94,,,,,,,,,,,,,,,,
286,M,DALIGAULT,FRANCIS,"ASSOCIATION PARTI SOCIALISTE, MOUVEMENT DES RADICAUX DE GAUCHE ET APPARENTES",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_53,8.95,,,,,,,,,,,,,,,,,,
287,F,DANIEL,KARINE,EUROPE ECOLOGIE LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,C3_44,,"Députée sortante de la circonscription, Karine Daniel a remplacé Jean-Marc Ayrault suite à l'election partielle de 2016. N'est née le 22 Juin 1974 à Nantes d'une famille d'agriculteurs. Elle est enseignante-chercheuse en économie et militante du PS depuis 2000.",Le Parti Socialiste (PS) est un parti politique français de gauche et de centre gauche.,,http://ps44.fr,https://twitter.com/karinedanielnts?lang=fr,,,
288,M,DANSAN,JACQUES,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,C3_53,3.3,C1_53,7,C1_53,7.75,C1_53,0.7,,,,,,,,,,,,,,
289,M,DAOUI,HACENE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_44,0,,,,,,,,,,,,
290,M,DARLOT,RENE,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_72,0.93,,,,,,,,,,,,,,,,
291,F,DAULY,AURORE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C6_49,2.44,,,,,,,,,,,,
292,M,DAUNAY,JEAN,UDF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C2_72,24.81,,,,,,,,,,,,,,,,,,,,
293,M,DAVIAUD,PATRICK,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,C4_49,2.25,C4_49,1.35,,,,,,,,,,
294,M,DAVID,LAURENT,FRONT DE GAUCHE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C6_44,4.96,,,,,,,,,,
295,M,DE BEJARRY,LOUIS-ARMAND,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_44,1.91,,,,,,,,,,,,
296,M,DE CADARAN,YVES,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_49,0.58,,,,,,,,,,,,
297,F,DE CARBONNIERES,HELENE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_72,3.64,,,,,,,,,,,,,,,,
298,M,DE CHANTERAC,FRANCOIS,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_85,1.89,,,,,,,,,,,,
299,M,DE CHARETTE,HERVE,UNION DU RASSEMBLEMENT ET DU CENTRE,C6,C6,C6,C6,C6,C6,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,C6_49,51.67,C6_49,52.76,C6_49,43.74,,,C6_49,43.5,C6_49,22.87,,,,,,,,,,
300,M,DE COSSE BRISSAC,MARCEL,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,C5_72,7.26,C5_72,9.31,,,,,,,,,,,,,,,,
301,M,DE GASTINES,HENRI,RASSEMBLEMENT POUR LA REPUBLIQUE,C2,C2,C2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,C2_53,65.71,C2_53,59.07,C2_53,33.48,,,,,,,,,,,,,,,,
302,F,DE GUERINES,STEPHANIE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C9_44,0.73,,,,,,,,,,
303,M,DE LA MORINIERE,BRUNO,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,C3_53,1.79,C3_53,7.74,C1_53,,"Cadre commercial dans le domaine agricole, Bruno de La Morinière est nommé secrétaire départemental du FN pour la Mayenne en 2013. Elu Conseillé Régional des Pays de la Loire en 2015, il se présente à 54 ans à l'élection législative 2017 pour le front national. 
",,54 ans,fn53.fr,"https://twitter.com/FNMayenne?ref_src=twsrc%5Etfw
",,brunodelamoriniere.png,
304,F,DE LA VILLARMOIS,ANNE,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_44,3.3,,,,,,,,,,,,,,,,,,
305,M,DE LAUBIER,XAVIER,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,7.81,,,,,,,,,,,,,,,,,,
306,M,DE MAILLY NESLE,JEAN,LISTE D ENTENTE POPULAIRE ET NATIONALE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_72,4.88,,,,,,,,,,,,,,,,,,,,
307,M,DE MANDAT GRANCEY,EMMANUEL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_49,5.01,,,,,,,,,,,,,,,,
308,M,DE MONTESSON,CHRISTIAN,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_72,3.1,,,,,,,,,,,,,,,,
309,M,DE NICOLAY,LOUIS-JEAN,GROUPEMENT DES ELUS DE L'UDF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_72,20.75,,,,,,,,,,,,,,,,,,
310,M,DE PERIER,ARNAUD,FRONT NATIONAL,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,C1_44,6.49,C3_44,9.14,C3_44,10.12,C3_44,0.84,,,,,,,,,,,,,,
311,M,DE PIERREPONT,MICHEL,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_72,1.53,,,,,,,,,,,,,,,,,,
312,M,DE RUGY,FRANCOIS,EUROPE ECOLOGIE LES VERTS,0,0,0,0,C1,C1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,,,,,C3_44,3.73,C1_44,4.2,C1_44,34.52,C1_44,47.3,C3_44,,"François de Rugy, né en 1974, professionnel de la politique, il est aussi Vice-Président de l’Assemblée nationale et déléguée départementale du PCD. Il se présente en tant que candidat Parti Ecologiste aux législatives sur la 1ère circonscription de Loire-Atlantique.",Le Parti Ecologiste est un parti politique français écologiste de centre gauche fondé en 2015.,,https://www.le-parti-ecologiste.fr/,https://twitter.com/ecologistes_fr?lang=fr,https://www.facebook.com/mouvementecologisteindependant/,,Francois_De_Rugy.mp3
313,M,DE RUGY,MAXENCE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C10_44,1.22,,,,,,,,,,,,
314,F,DE SAINT GENOIS,CHRISTINE,NOUVEAU CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_53,0.54,,,,,,,,,,
315,M,DE TINGUY DU POUET,MONFORT,UDF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C5_85,42.39,,,,,,,,,,,,,,,,,,,,
316,M,DE TORCY,PHILIPPE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_72,0.97,,,,,,,,,,,,
317,M,DE VILLIERS,PHILIPPE,UDF,C4,C4,C4,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,C4_85,72.83,C4_85,62.1,C4_85,43.97,,,,,,,,,,,,,,,,
318,M,DEAU,ALBERT,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C4_85,1.93,C4_85,1.14,,,,,,,,,,,,,,,,,,
319,F,DEBOST,ELEN,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C5_72,3.11,,,,,,,,,,
320,F,DEFRANCE,HELENE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,C3_44,2.42,C3_44,3.04,C2_44,0.79,C2_44,0.58,C2_44,0.31,,,,,,,,,,
321,M,DEGORGE,LUCIEN,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_72,2.57,,,,,,,,,,,,,,,,
322,F,DEIN,CATHERINE,LA DROITE INDEPENDANTE (MPF),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C9_44,5.57,,,,,,,,,,,,,,,,
323,M,DEJOIE,LAURENT,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,C10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,C10_44,37.62,,,,,,,,,,
324,M,DELAGREE,CHRISTIAN,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_49,0.5,,,,,,,,,,
325,M,DELANOE,PATRICE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C1_49,1.73,C1_49,1.01,,,,,,,,,,,,
326,M,DELAUNE,HENRI,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C4_72,11.53,,,,,,,,,,
327,M,DELAVAUD,JEAN,UNION DU RASSEMBLEMENT ET DU CENTRE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_44,26.14,,,,,,,,,,,,,,,,,,,,
328,F,DELMOTTE,JAMILA,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_49,3.78,,,,,,,,,,
329,F,DELORY,JEANNETTE,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C1_72,0.68,C4_72,0.29,,,,,,,,,,,,
330,M,DELTOMBE,ALAIN,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C6_49,7.93,,,,,,,,,,,,,,,,,,
331,F,DEMASLES,MARGUERITE,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_49,0.74,,,,,,,,,,,,,,
332,M,DEMAY DE GOUSTINE,LUC,EXTREME DROITE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_85,0.52,,,,,,,,,,,,,,,,,,
333,M,DEMEURANT,TONY,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C5_85,3.46,,,,,,,,,,
334,M,DENIGOT,GILLES,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C8_44,9.19,,,,,,,,,,,,,,,,,,
335,M,DENIS,PHILIPPE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C2_49,2.88,C2_49,1.8,,,,,,,,,,,,
336,M,DENIS,YANN,LE TREFLE - LES NOUVEAUX ECOLOGISTES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C4_85,0.74,,,,,,,,,,
337,F,DEOTTO,MARIE-CLAUDE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C5_72,10.93,,,,,,,,,,
338,M,DERIEZ,MICHEL,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_85,5.29,,,,,,,,,,,,,,
339,M,DESILES,GERARD,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,C2_72,1.58,,,C2_72,0.58,,,,,,,,,,,,,,
340,M,DESJARS,LAURENT,LA DROITE INDEPENDANTE (MPF),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_44,2.14,,,,,,,,,,,,,,,,
341,F,DESMIER,YSEULT,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_85,5.42,,,,,,,,,,,,,,
342,M,DESMOULIN,JACQUES,"HORS PARTI, MAIS SOUTIEN CRITIQUE DE J.C",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C7_49,0.27,,,,,,,,,,,,,,
