id,Sexe,Nom,Prenom,Etiquette,Elu1988,Elu1993,Elu1997,Elu2002,Elu2007,Elu2012,Elu2017,Nombre_presentation_1988,Nombre_presentation_1993,Nombre_presentation_1997,Nombre_presentation_2002,Nombre_presentation_2007,Nombre_presentation_2012,Nombre_presentation_2017,Nombre_Elu_1988,Nombre_Elu_1993,Nombre_Elu_1997,Nombre_Elu_2002,Nombre_Elu_2007,Nombre_Elu_2012,Nombre_Elu_2017,1988,1988_RES,1993,1993_RES,1997,1997_RES,2002,2002_RES,2007,2007_RES,2012,2012_RES,2017,2017_RES,Phrase_pres_cand,Phrase_pres_parti,Age,Site_perso,Twitter,Facebook,Img_cand,PodCast
109,M,BOENNEC,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,C9,C9,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,,,,,,,,C9_44,40.07,C9_44,36.42,,,,,,,,,,
110,M,BOINIER,ROBERT,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C2_85,0.66,,,,,,,,,,,,
111,M,BOJU,MICHEL,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,C4_44,7.27,C4_44,8.25,,,,,,,,,,,,,,,,
112,M,BOLLENGIER STRAGIER,GEORGES,UDF,C5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,C5_72,43.24,,,,,,,,,,,,,,,,,,,,
113,M,BOLO,ANDRE,DIVERS DROITE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_44,2.2,,,,,,,,,,,,,,,,,,
114,M,BOLO,PATRICE,UNION DES DEMOCRATES ET DES INDEPENDANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,C2_44,,"Patrice Bolo, né en 1968, entrepreneur. Il se présente en tant que candidat de l'Union des démoncrates et des indépendants aux législatives sur la 2ème circonscription.","L’Union des démocrates et indépendants est un parti politique du centre droit fondé en 2012, sur la base du groupe parlementaire du même nom à l’Assemblé nationale.",,https://parti-udi.fr/,https://twitter.com/bolo2017?lang=fr,https://www.facebook.com/Bolo2017,,
115,M,BONDOUX,GERARD,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,C1_72,6.93,C1_72,7.98,C1_72,9.85,,,,,,,,,,,,,,,,
116,M,BONSERGENT,REGIS,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_49,2.26,,,,,,,,,,,,,,,,
117,M,BONTEMPS,GILLES,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C3_44,2.3,C3_44,1.91,,,,,,,,,,,,
118,M,BORDIER,FRANCOIS,PARTI SOCIALISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C6_49,25.48,,,,,,,,,,,,,,,,,,,,
119,M,BORET,PHILIPPE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_49,8.35,,,,,,,,,,,,,,,,
120,F,BORIE,MARYSE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C4_85,6.25,,,,,,,,,,
121,F,BORJA,ORIANE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C4_44,1.66,,,,,,,,,,,,
122,M,BOSSEAU,LOUIS MARIE,SOLIDAIRES REGIONS ECOLOGIE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_49,2.27,,,,,,,,,,,,,,,,
123,F,BOTTON,NATHALIE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C2_85,2.24,C1_85,2.09,,,,,,,,,,,,
124,M,BOUASRIA,AHMED,CITOYENS EN MOUVEMENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_44,0.53,,,,,,,,,,,,
125,M,BOUCHARD,DANIEL,GAUCHE OUVRIERE ET CHRETIENNE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_72,0.03,,,,,,,,,,,,
126,M,BOUCHENOIRE,JACKY,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_49,1.47,,,,,,,,,,,,
127,M,BOUCHET,CHRISTIAN,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,C4_44,0.53,,,C3_44,8.33,,,,,,,,,,
128,F,BOUDIGOU,CATHERINE,LES VERTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_85,3.26,,,,,,,,,,,,,,
129,F,BOUGARD,GENEVIEVE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C1_53,0.66,,,,,,,,,,,,
130,M,BOUHIER,CHRISTOPHE,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,C5_44,5.8,C5_44,9.17,C5_44,8.75,C5_44,0.73,,,,,,,,,,,,,,
131,M,BOUHIER,DOMINIQUE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_85,2.4,,,,,,,,,,,,
132,F,BOUILLE,MARIE-ODILE,PARTI SOCIALISTE,0,0,0,0,C8,C8,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,,,,,,,,C8_44,38.44,C8_44,51.05,,,,,,,,,,
133,M,BOUILLERIE DE LA,OLIVIER,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
134,F,BOUILLON,CATHERINE,DEBOUT LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C3_85,0.69,,,,,,,,,,
135,M,BOUIN,RENE,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C8_44,7.87,,,,,,,,,,,,,,,,,,
136,M,BOULAIRE,DIDIER,PARTI DE LA LOI NATURELLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_44,0.56,,,,,,,,,,,,,,,,,,
137,F,BOULARD,CATHERINE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C2_49,1.67,,,,,,,,,,,,
138,M,BOULARD,JEAN CLAUDE,PARTI SOCIALISTE,C5,0,C5,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,C5_72,42.49,C5_72,22.39,C5_72,31.32,,,,,,,,,,,,,,,,
139,M,BOULAY,DANIEL,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C2_72,23.54,C2_72,10.69,,,,,,,,,,,,,,,,,,
140,M,BOULE,AURELIEN,OUI LA BRETAGNE (UDB-MBP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,C2_44,,"Aurélien Boulé, né en 1984, photographe et réalisateur, il est aussi responsable de la section UDB de Nantes. Il se présente en tant que candidat de Oui la Bretagne aux législatives sur la 2ème circonscription de Loire-Atlantique.","L’Union Démocratique Bretonne (UDB) est un parti politique autonomiste, de gauche et écologiste présent en Bretagne, Loire-Atlantique incluse.",,https://www.udb-bzh.net/index.php/fr/,https://twitter.com/aureliennaoned,https://www.facebook.com/ab.realisateur.photographe/?ref=br_rs,,
141,F,BOULZENNEC,FRANCETTE,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C10_44,0.66,,,,,,,,,,,,,,
142,M,BOULZENNEC,RENE,UNION DEMOCRATIQUE BRETONNE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,C1_44,1.81,C6_44,1.53,,,,,,,,,,,,,,,,
143,M,BOURDOULEIX,GILLES,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,C5,C5,C5,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,,,,,C5_49,18.8,C5_49,38.65,C5_49,45.11,C5_49,41.32,,,,,,,,,,
144,F,BOUREAU,FABIENNE,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_44,4.04,,,,,,,,,,,,,,
145,M,BOURMAUD,GILLES,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_85,26.83,,,,,,,,,,,,,,,,
146,M,BOURRELY,JEAN PIERRE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C4_72,4.02,,,,,,,,,,,,
147,M,BOURRINET,BRUNO,SANS ETIQUETTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_49,4.88,,,,,,,,,,,,,,,,,,
148,M,BOURSIER,PHILIPPE,ECOLOGIE SOCIALE,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,C4_85,19.08,C2_85,2.03,,,,,,,,,,,,,,
149,M,BOUSQUET,JEAN LOUIS,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_49,2.72,,,,,,,,,,,,,,,,
150,F,BOUSSEAUD,MONIQUE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_49,6.3,,,,,,,,,,,,,,
151,F,BOUTEILLER,BRIGITTE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_44,0.9,,,,,,,,,,,,
152,M,BOUVET,NORBERT,RPR DISSIDENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_53,12.96,,,,,,,,,,,,,,,,
153,M,BOUYER,ALAIN,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,C1_85,1.28,C9_44,1.22,C1_85,0.92,,,,,,,,,,
154,M,BOUYER,MICHEL,SOLIDAIRES REGIONS ECOLOGIE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_49,2.61,,,,,,,,,,,,,,,,
155,F,BOUZID,NAIMA,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C6_44,0.01,,,,,,,,,,,,
156,M,BRANCHE,JEAN MICHEL,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C5_72,4.33,,,,,,,,,,,,,,
157,M,BRAUD,ALEXIS,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C2_72,2.93,,,,,,,,,,,,
158,F,BRAUER,CATHERINE,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C4_49,3.02,,,,,,,,,,
159,F,BREARD-THOMMERET,DINAH,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_53,1.67,,,,,,,,,,,,,,
160,M,BREMAUD,DIDIER,MOUVEMENT POUR UN PARTI DES TRAVAILLEURS (MPPT),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_49,2.08,,,,,,,,,,,,,,,,,,
161,F,BRESARD,BERNADETTE,ALLIANCE ECOLOGISTE INDEPENDANTE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,C1_53,0.58,C1_53,0.85,,,,,,,,,,
162,M,BREUS,JEAN PIERRE,PARTI OUVRIER INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,C1_44,0.35,C5_44,0.24,,,,,,,,,,
163,M,BRIAND,LAURENT,PARTI POUR LA LIBERTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_44,0,,,,,,,,,,,,,,,,
164,F,BRIAND-BOUCHER,SOPHIE,CAP 21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_49,1.51,,,,,,,,,,
165,M,BRIEY,GUILLAUME,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_44,1.31,,,,,,,,,,,,,,
166,F,BRIZAR LE BORGNE,MARIE-YANNICK,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C2_85,2.46,,,,,,,,,,
167,M,BROSSIER,DOMINIQUE,CENTRE DROIT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C6_49,20.39,,,,,,,,,,,,,,
168,M,BRUCKERT,XAVIER,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C8_44,2.37,,,,,,,,,,
169,M,BRUNDO,ALEXANDRE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C1_44,1.83,,,,,,,,,,,,
170,F,BRUNEAU,LINDA,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C2_53,17.03,,,,,,,,,,,,
171,F,BRUNETIERE,BRIGITTE,PARTI SOCIALISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_85,31.64,,,,,,,,,,,,,,,,,,,,
172,M,BUCHET,JACQUES,LISTE D ENTENTE POPULAIRE ET NATIONALE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C4_85,3.31,,,,,,,,,,,,,,,,,,,,
173,M,BUCHOU,ANDRE,DIVERS DROITE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_85,8.22,,,,,,,,,,,,,,,,,,
174,M,BULARD,OLIVIER,LES VERTS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,4.07,,,,,,,,,,,,,,,,
175,F,BULTEAU,SYLVIANE,PARTI SOCIALISTE,0,0,0,0,0,C2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,,,,,,,C2_85,27.44,C2_85,28.18,C2_85,38.09,,,,,,,,,,
176,M,BUREAU,JEAN MARC,LES VERTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C6_49,5.12,,,,,,,,,,,,,,
177,M,BUREAU,LOIC,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_44,0.96,,,,,,,,,,,,,,
178,F,BUREAU,SANDRA,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,C5_44,3.98,C5_44,2.36,C5_44,1.52,,,,,,,,,,,,
179,F,BURGAUD,MAGALI,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_85,2.94,,,,,,,,,,,,,,,,
180,M,BURNELEAU,JEAN,VALEURS SOCIALISTES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_85,5.9,,,,,,,,,,,,,,,,,,
181,F,BURON,MARTINE,PARTIE SOCIALISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C6_44,37.72,,,,,,,,,,,,,,,,,,,,
182,M,BUSSON,JOEL,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C2_44,5.58,,,,,,,,,,,,,,,,,,,,
183,M,BUTET,LAURENT,PARTI DE LA LOI NATURELLE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_44,0.18,,,,,,,,,,,,,,,,
184,F,CACHEUX,MICHELLE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C4_44,0.44,,,,,,,,,,,,
185,M,CADIERE,RAYMOND,DEFENDONS LA CHASSE ET NOS TRADITIONS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_85,1.36,,,,,,,,,,,,,,
186,F,CAILLARD-HUMEAU,BERNADETTE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C1_49,2.39,C2_49,10.32,,,,,,,,,,,,
187,M,CAILLAUD,DOMINIQUE,UNION POUR LA MAJORITE PRESIDENTIELLE,0,0,C2,C2,C2,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,,,,,C2_85,19.04,C2_85,42.19,C2_85,45.6,C2_85,33.43,,,,,,,,,,
188,M,CAILLAUD,PHILIPPE,DIVERS DROITE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C9_44,6.81,,,,,,,,,,,,,,,,,,
189,M,CAILLEAU,GUY,UNION DES INDEPENDANTS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_72,0.13,,,,,,,,,,,,,,,,
190,F,CAILLON,AGNES,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C3_53,0,,,,,,,,,,,,,,
191,F,CALLET,MAITE,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C10_44,0.69,,,,,,,,,,,,
192,F,CAMARA-TOMBINI,SILVIA,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,C7_49,23.07,C7_49,34.81,,,,,,,,,,
193,M,CAMUS,JEAN POL,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C2_44,0.57,,,,,,,,,,,,,,
194,F,CARADEC,VALERIE,LA DROITE INDEPENDANTE (MPF),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C10_44,4.76,,,,,,,,,,,,,,,,
195,F,CARAYOL,SYLVIE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C4_44,7.96,,,,,,,,,,
196,M,CARDET,CHRISTOPHE,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C4_49,3.37,,,,,,,,,,,,
197,M,CARLIER,JOACHIM,NOUVEAU PARTI ANTICAPITALISTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C2_53,0.33,,,,,,,,,,
198,M,CARPENTIER,JEAN MARC,PARTI SOCIAL LIBERAL EUROPEEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_44,0.58,,,,,,,,,,,,
199,M,CASSARD,LUDOVIC,FRONT NATIONAL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C2_44,7.73,C1_44,8.28,,,,,,,,,,,,,,,,,,
200,F,CATHELINE,MARIE-PAULE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C3_53,0.55,,,,,,,,,,
201,M,CELLE,HUBERT,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C1_72,6.88,,,,,,,,,,,,
202,F,CEREIJO,PATRICIA,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C1_85,24.06,C1_85,24.53,,,,,,,,,,,,
203,M,CERISIER,ROBERT,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,C4_44,3.7,C5_49,1.52,C5_49,1.57,,,,,,,,,,,,
204,F,CHABOT,MARTINE,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_44,2.28,,,,,,,,,,,,,,,,,,
205,F,CHAFIK,SERENADE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C4_44,1.92,,,,,,,,,,,,,,
206,F,CHAIFFRE,SYLVIE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C9_44,0.58,,,,,,,,,,
207,F,CHAILLOU,MARTINE,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C2_85,0.42,,,,,,,,,,,,,,
208,M,CHALLET,BERNARD,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C4_49,0.97,,,,,,,,,,,,
209,M,CHALOPIN,PIERRE,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C5_49,2.46,,,,,,,,,,
210,M,CHAMAILLE,THOMAS,DEBOUT LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_49,0.81,,,,,,,,,,
211,M,CHAMPAIN,JEAN BERNARD,CANDIDAT LIBRE POUR LE RESPECT DE L'ELECTEUR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_44,1.82,,,,,,,,,,,,,,,,
212,F,CHANTECAILLE,MARTINE,PARTI SOCIALISTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C1_85,34.49,,,,,,,,,,
213,F,CHANTELOUP,VIVIANE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C3_53,1.14,,,,,,,,,,,,
214,M,CHANU,ALAIN,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,2.55,,,,,,,,,,,,,,,,,,
215,M,CHAPRON,FRANCOIS,DEVELOPPEMENT SOCIAL DEMOCRATIE DE PROXIMITE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C2_44,0.21,,,,,,,,,,,,
216,M,CHARETTE DE,HERVE,UNION POUR LA MAJORITE PRESIDENTIELLE,0,0,0,C6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,C6_49,37.67,,,,,,,,,,,,,,
217,M,CHARREYRON,PHILIPPE,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,C5_85,0.92,,,,,,,,,,,,
218,M,CHARRIER,JACQUES,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
219,M,CHASSEGUET,GERARD,RASSEMBLEMENT POUR LA REPUBLIQUE,C1,C1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,C1_72,47.96,C1_72,30.28,,,,,,,,,,,,,,,,,,
220,F,CHAUSSY,JACQUELINE,FRONT NATIONAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C4_44,4.78,,,,,,,,,,,,,,,,,,,,
221,M,CHAUVEAU,GUY MICHEL,PARTI SOCIALISTE,C3,C3,C3,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,C3_72,46.22,C3_72,24.39,C3_72,34.19,,,,,C3_72,28.43,,,,,,,,,,
222,M,CHAUVEL,ANTOINE,NOUVEAU PARTI ANTICAPITALISTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,C4_72,0.4,,,,,,,,,,
223,F,CHAUVIER,CARMEN,PARTI OUVRIER EUROPEEN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_44,0.44,,,,,,,,,,,,,,,,,,,,
224,F,CHAUVIN,PATRICIA,LE TREFLE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C2_49,1.09,,,,,,,,,,,,,,
225,F,CHAUVIN,VALERIE,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,C6_44,0.97,,,,,,,,,,,,,,
226,M,CHEDANNE,RENE-GUY,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,C3_49,1.05,C3_49,1.09,,,,,,,,,,,,
227,M,CHEERE,YVES,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,C2_72,3.36,C2_72,1.51,C2_72,1.11,C2_72,0.54,,,,,,,,,,
